Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
Interceptions,1.44,81,2021-2022,2021-2022 Primeira Liga,2251.0
Tkl+Int,3.40,72,2021-2022,2021-2022 Primeira Liga,2251.0
Clearances,0.56,26,2021-2022,2021-2022 Primeira Liga,2251.0
Errors,0.04,22,2021-2022,2021-2022 Primeira Liga,2251.0
Possession,Possession,Possession,2021-2022,2021-2022 Primeira Liga,2251.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Primeira Liga,2251.0
Touches,88.72,99,2021-2022,2021-2022 Primeira Liga,2251.0
Touches (Def Pen),0.76,18,2021-2022,2021-2022 Primeira Liga,2251.0
Touches (Def 3rd),11.20,55,2021-2022,2021-2022 Primeira Liga,2251.0
Touches (Mid 3rd),52.70,99,2021-2022,2021-2022 Primeira Liga,2251.0
Touches (Att 3rd),25.91,91,2021-2022,2021-2022 Primeira Liga,2251.0
Touches (Att Pen),1.40,65,2021-2022,2021-2022 Primeira Liga,2251.0
Touches (Live-Ball),88.72,99,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Take-Ons Attempted,2.64,77,2021-2022,2021-2022 Primeira Liga,2251.0
Successful Take-Ons,1.92,87,2021-2022,2021-2022 Primeira Liga,2251.0
Successful Take-On %,72.7%,81,2021-2022,2021-2022 Primeira Liga,2251.0
Times Tackled During Take-On,0.72,42,2021-2022,2021-2022 Primeira Liga,2251.0
Tackled During Take-On Percentage,27.3%,81,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Carries,56.65,99,2021-2022,2021-2022 Primeira Liga,2251.0
Total Carrying Distance,303.90,99,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Carrying Distance,154.09,99,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Carries,2.76,85,2021-2022,2021-2022 Primeira Liga,2251.0
Carries into Final Third,2.52,96,2021-2022,2021-2022 Primeira Liga,2251.0
Carries into Penalty Area,0.40,77,2021-2022,2021-2022 Primeira Liga,2251.0
Miscontrols,1.04,73,2021-2022,2021-2022 Primeira Liga,2251.0
Dispossessed,0.76,53,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Received,63.17,99,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Passes Rec,1.60,39,2021-2022,2021-2022 Primeira Liga,2251.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2021-2022,2021-2022 Primeira Liga,2251.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Primeira Liga,2251.0
Yellow Cards,0.12,95,2021-2022,2021-2022 Primeira Liga,2251.0
Red Cards,0.00,66,2021-2022,2021-2022 Primeira Liga,2251.0
Second Yellow Card,0.00,59,2021-2022,2021-2022 Primeira Liga,2251.0
Fouls Committed,1.52,62,2021-2022,2021-2022 Primeira Liga,2251.0
Fouls Drawn,0.60,8,2021-2022,2021-2022 Primeira Liga,2251.0
Offsides,0.08,35,2021-2022,2021-2022 Primeira Liga,2251.0
Crosses,3.76,82,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Interceptions,1.44,81,2021-2022,2021-2022 Primeira Liga,2251.0
Tackles Won,1.20,65,2021-2022,2021-2022 Primeira Liga,2251.0
Penalty Kicks Won,0.00,41,2021-2022,2021-2022 Primeira Liga,2251.0
Penalty Kicks Conceded,0.00,59,2021-2022,2021-2022 Primeira Liga,2251.0
Own Goals,0.00,51,2021-2022,2021-2022 Primeira Liga,2251.0
Ball Recoveries,8.00,96,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Aerials Won,0.44,20,2021-2022,2021-2022 Primeira Liga,2251.0
Aerials Lost,0.48,86,2021-2022,2021-2022 Primeira Liga,2251.0
% of Aerials Won,47.8%,53,2021-2022,2021-2022 Primeira Liga,2251.0
Goals,0.00,36,2021-2022,2021-2022 Champions League,223.0
Assists,0.00,33,2021-2022,2021-2022 Champions League,223.0
Goals + Assists,0.00,25,2021-2022,2021-2022 Champions League,223.0
Non-Penalty Goals,0.00,37,2021-2022,2021-2022 Champions League,223.0
Penalty Kicks Made,0.00,49,2021-2022,2021-2022 Champions League,223.0
Penalty Kicks Attempted,0.00,49,2021-2022,2021-2022 Champions League,223.0
Yellow Cards,0.81,6,2021-2022,2021-2022 Champions League,223.0
Red Cards,0.00,53,2021-2022,2021-2022 Champions League,223.0
xG: Expected Goals,0.20,84,2021-2022,2021-2022 Champions League,223.0
npxG: Non-Penalty xG,0.20,86,2021-2022,2021-2022 Champions League,223.0
xAG: Exp. Assisted Goals,0.00,8,2021-2022,2021-2022 Champions League,223.0
npxG + xAG,0.20,56,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Progressive Carries,2.83,86,2021-2022,2021-2022 Champions League,223.0
Progressive Passes,4.84,57,2021-2022,2021-2022 Champions League,223.0
Progressive Passes Rec,0.40,7,2021-2022,2021-2022 Champions League,223.0
Shooting,Shooting,Shooting,2021-2022,2021-2022 Champions League,223.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Champions League,223.0
Goals,0.00,36,2021-2022,2021-2022 Champions League,223.0
Shots Total,1.61,79,2021-2022,2021-2022 Champions League,223.0
Shots on Target,0.40,68,2021-2022,2021-2022 Champions League,223.0
Shots on Target %,25.0%,52,2021-2022,2021-2022 Champions League,223.0
Goals/Shot,0.00,37,2021-2022,2021-2022 Champions League,223.0
Goals/Shot on Target,0.00,37,2021-2022,2021-2022 Champions League,223.0
Average Shot Distance,23.10,38,2021-2022,2021-2022 Champions League,223.0
Shots from Free Kicks,0.00,43,2021-2022,2021-2022 Champions League,223.0
Penalty Kicks Made,0.00,49,2021-2022,2021-2022 Champions League,223.0
Penalty Kicks Attempted,0.00,49,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
xG: Expected Goals,0.20,84,2021-2022,2021-2022 Champions League,223.0
npxG: Non-Penalty xG,0.20,86,2021-2022,2021-2022 Champions League,223.0
npxG/Shot,0.13,81,2021-2022,2021-2022 Champions League,223.0
Goals - xG,-0.20,5,2021-2022,2021-2022 Champions League,223.0
Non-Penalty Goals - npxG,-0.20,5,2021-2022,2021-2022 Champions League,223.0
Passing,Passing,Passing,2021-2022,2021-2022 Champions League,223.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Champions League,223.0
Passes Completed,53.68,78,2021-2022,2021-2022 Champions League,223.0
Passes Attempted,63.36,80,2021-2022,2021-2022 Champions League,223.0
Pass Completion %,84.7%,59,2021-2022,2021-2022 Champions League,223.0
Total Passing Distance,947.62,85,2021-2022,2021-2022 Champions League,223.0
Progressive Passing Distance,242.56,73,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Passes Completed (Short),26.64,79,2021-2022,2021-2022 Champions League,223.0
Passes Attempted (Short),28.65,78,2021-2022,2021-2022 Champions League,223.0
Pass Completion % (Short),93.0%,77,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Passes Completed (Medium),17.35,65,2021-2022,2021-2022 Champions League,223.0
Passes Attempted (Medium),19.78,65,2021-2022,2021-2022 Champions League,223.0
Pass Completion % (Medium),87.8%,54,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Passes Completed (Long),7.26,92,2021-2022,2021-2022 Champions League,223.0
Passes Attempted (Long),10.90,93,2021-2022,2021-2022 Champions League,223.0
Pass Completion % (Long),66.7%,42,2021-2022,2021-2022 Champions League,223.0
Assists,0.00,33,2021-2022,2021-2022 Champions League,223.0
xAG: Exp. Assisted Goals,0.00,8,2021-2022,2021-2022 Champions League,223.0
xA: Expected Assists,0.04,27,2021-2022,2021-2022 Champions League,223.0
Key Passes,0.00,5,2021-2022,2021-2022 Champions League,223.0
Passes into Final Third,5.65,78,2021-2022,2021-2022 Champions League,223.0
Passes into Penalty Area,0.40,30,2021-2022,2021-2022 Champions League,223.0
Crosses into Penalty Area,0.00,33,2021-2022,2021-2022 Champions League,223.0
Progressive Passes,4.84,57,2021-2022,2021-2022 Champions League,223.0
Pass Types,Pass Types,Pass Types,2021-2022,2021-2022 Champions League,223.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Champions League,223.0
Passes Attempted,63.36,80,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Live-ball Passes,58.12,76,2021-2022,2021-2022 Champions League,223.0
Dead-ball Passes,5.25,91,2021-2022,2021-2022 Champions League,223.0
Passes from Free Kicks,2.02,78,2021-2022,2021-2022 Champions League,223.0
Through Balls,0.00,24,2021-2022,2021-2022 Champions League,223.0
Switches,1.21,88,2021-2022,2021-2022 Champions League,223.0
Crosses,4.04,92,2021-2022,2021-2022 Champions League,223.0
Throw-ins Taken,0.00,23,2021-2022,2021-2022 Champions League,223.0
Corner Kicks,3.23,96,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Inswinging Corner Kicks,2.02,97,2021-2022,2021-2022 Champions League,223.0
Outswinging Corner Kicks,0.40,78,2021-2022,2021-2022 Champions League,223.0
Straight Corner Kicks,0.00,47,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Passes Completed,53.68,78,2021-2022,2021-2022 Champions League,223.0
Passes Offside,0.00,77,2021-2022,2021-2022 Champions League,223.0
Passes Blocked,0.81,55,2021-2022,2021-2022 Champions League,223.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2021-2022,2021-2022 Champions League,223.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Champions League,223.0
Shot-Creating Actions,1.61,27,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
SCA (Live-ball Pass),0.81,12,2021-2022,2021-2022 Champions League,223.0
SCA (Dead-ball Pass),0.00,32,2021-2022,2021-2022 Champions League,223.0
SCA (Take-On),0.40,89,2021-2022,2021-2022 Champions League,223.0
SCA (Shot),0.40,95,2021-2022,2021-2022 Champions League,223.0
SCA (Fouls Drawn),0.00,33,2021-2022,2021-2022 Champions League,223.0
SCA (Defensive Action),0.00,43,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Goal-Creating Actions,0.00,18,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
GCA (Live-ball Pass),0.00,21,2021-2022,2021-2022 Champions League,223.0
GCA (Dead-ball Pass),0.00,47,2021-2022,2021-2022 Champions League,223.0
GCA (Take-On),0.00,48,2021-2022,2021-2022 Champions League,223.0
GCA (Shot),0.00,46,2021-2022,2021-2022 Champions League,223.0
GCA (Fouls Drawn),0.00,46,2021-2022,2021-2022 Champions League,223.0
GCA (Defensive Action),0.00,49,2021-2022,2021-2022 Champions League,223.0
Defense,Defense,Defense,2021-2022,2021-2022 Champions League,223.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Champions League,223.0
Tackles,1.61,30,2021-2022,2021-2022 Champions League,223.0
Tackles Won,1.21,47,2021-2022,2021-2022 Champions League,223.0
Tackles (Def 3rd),0.81,46,2021-2022,2021-2022 Champions League,223.0
Tackles (Mid 3rd),0.40,17,2021-2022,2021-2022 Champions League,223.0
Tackles (Att 3rd),0.40,71,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Dribblers Tackled,0.40,12,2021-2022,2021-2022 Champions League,223.0
Dribbles Challenged,3.23,79,2021-2022,2021-2022 Champions League,223.0
% of Dribblers Tackled,12.5%,5,2021-2022,2021-2022 Champions League,223.0
Challenges Lost,2.83,4,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Blocks,0.40,5,2021-2022,2021-2022 Champions League,223.0
Shots Blocked,0.40,81,2021-2022,2021-2022 Champions League,223.0
Passes Blocked,0.00,1,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Interceptions,2.02,84,2021-2022,2021-2022 Champions League,223.0
Tkl+Int,3.63,62,2021-2022,2021-2022 Champions League,223.0
Clearances,0.81,46,2021-2022,2021-2022 Champions League,223.0
Errors,0.00,57,2021-2022,2021-2022 Champions League,223.0
Possession,Possession,Possession,2021-2022,2021-2022 Champions League,223.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Champions League,223.0
Touches,72.24,78,2021-2022,2021-2022 Champions League,223.0
Touches (Def Pen),1.61,38,2021-2022,2021-2022 Champions League,223.0
Touches (Def 3rd),13.32,52,2021-2022,2021-2022 Champions League,223.0
Touches (Mid 3rd),40.36,77,2021-2022,2021-2022 Champions League,223.0
Touches (Att 3rd),20.18,73,2021-2022,2021-2022 Champions League,223.0
Touches (Att Pen),1.61,64,2021-2022,2021-2022 Champions League,223.0
Touches (Live-Ball),72.24,78,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Take-Ons Attempted,2.02,63,2021-2022,2021-2022 Champions League,223.0
Successful Take-Ons,1.61,78,2021-2022,2021-2022 Champions League,223.0
Successful Take-On %,80.0%,84,2021-2022,2021-2022 Champions League,223.0
Times Tackled During Take-On,0.40,62,2021-2022,2021-2022 Champions League,223.0
Tackled During Take-On Percentage,20.0%,84,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Carries,39.96,69,2021-2022,2021-2022 Champions League,223.0
Total Carrying Distance,228.43,78,2021-2022,2021-2022 Champions League,223.0
Progressive Carrying Distance,106.55,74,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Progressive Carries,2.83,86,2021-2022,2021-2022 Champions League,223.0
Carries into Final Third,0.40,11,2021-2022,2021-2022 Champions League,223.0
Carries into Penalty Area,0.81,92,2021-2022,2021-2022 Champions League,223.0
Miscontrols,1.21,59,2021-2022,2021-2022 Champions League,223.0
Dispossessed,0.40,81,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Passes Received,46.41,67,2021-2022,2021-2022 Champions League,223.0
Progressive Passes Rec,0.40,7,2021-2022,2021-2022 Champions League,223.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2021-2022,2021-2022 Champions League,223.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Champions League,223.0
Yellow Cards,0.81,6,2021-2022,2021-2022 Champions League,223.0
Red Cards,0.00,53,2021-2022,2021-2022 Champions League,223.0
Second Yellow Card,0.00,52,2021-2022,2021-2022 Champions League,223.0
Fouls Committed,1.21,57,2021-2022,2021-2022 Champions League,223.0
Fouls Drawn,0.00,2,2021-2022,2021-2022 Champions League,223.0
Offsides,0.00,62,2021-2022,2021-2022 Champions League,223.0
Crosses,4.04,92,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Interceptions,2.02,84,2021-2022,2021-2022 Champions League,223.0
Tackles Won,1.21,47,2021-2022,2021-2022 Champions League,223.0
Penalty Kicks Won,0.00,48,2021-2022,2021-2022 Champions League,223.0
Penalty Kicks Conceded,0.00,53,2021-2022,2021-2022 Champions League,223.0
Own Goals,0.00,50,2021-2022,2021-2022 Champions League,223.0
Ball Recoveries,8.07,78,2021-2022,2021-2022 Champions League,223.0
,,,2021-2022,2021-2022 Champions League,223.0
Aerials Won,1.21,75,2021-2022,2021-2022 Champions League,223.0
Aerials Lost,1.21,30,2021-2022,2021-2022 Champions League,223.0
% of Aerials Won,50.0%,56,2021-2022,2021-2022 Champions League,223.0
Goals,0.00,33,2021-2022,2021-2022 Europa League,224.0
Assists,0.00,39,2021-2022,2021-2022 Europa League,224.0
Goals + Assists,0.00,28,2021-2022,2021-2022 Europa League,224.0
Non-Penalty Goals,0.00,35,2021-2022,2021-2022 Europa League,224.0
Penalty Kicks Made,0.00,47,2021-2022,2021-2022 Europa League,224.0
Penalty Kicks Attempted,0.00,47,2021-2022,2021-2022 Europa League,224.0
Yellow Cards,0.00,83,2021-2022,2021-2022 Europa League,224.0
Red Cards,0.00,53,2021-2022,2021-2022 Europa League,224.0
xG: Expected Goals,0.12,63,2021-2022,2021-2022 Europa League,224.0
npxG: Non-Penalty xG,0.12,65,2021-2022,2021-2022 Europa League,224.0
xAG: Exp. Assisted Goals,0.24,92,2021-2022,2021-2022 Europa League,224.0
npxG + xAG,0.32,81,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Progressive Carries,2.41,82,2021-2022,2021-2022 Europa League,224.0
Progressive Passes,4.82,51,2021-2022,2021-2022 Europa League,224.0
Progressive Passes Rec,1.21,35,2021-2022,2021-2022 Europa League,224.0
Shooting,Shooting,Shooting,2021-2022,2021-2022 Europa League,224.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Europa League,224.0
Goals,0.00,33,2021-2022,2021-2022 Europa League,224.0
Shots Total,2.41,92,2021-2022,2021-2022 Europa League,224.0
Shots on Target,1.21,96,2021-2022,2021-2022 Europa League,224.0
Shots on Target %,50.0%,85,2021-2022,2021-2022 Europa League,224.0
Goals/Shot,0.00,35,2021-2022,2021-2022 Europa League,224.0
Goals/Shot on Target,0.00,35,2021-2022,2021-2022 Europa League,224.0
Average Shot Distance,25.90,23,2021-2022,2021-2022 Europa League,224.0
Shots from Free Kicks,0.00,45,2021-2022,2021-2022 Europa League,224.0
Penalty Kicks Made,0.00,47,2021-2022,2021-2022 Europa League,224.0
Penalty Kicks Attempted,0.00,47,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
xG: Expected Goals,0.12,63,2021-2022,2021-2022 Europa League,224.0
npxG: Non-Penalty xG,0.12,65,2021-2022,2021-2022 Europa League,224.0
npxG/Shot,0.05,31,2021-2022,2021-2022 Europa League,224.0
Goals - xG,-0.12,15,2021-2022,2021-2022 Europa League,224.0
Non-Penalty Goals - npxG,-0.12,17,2021-2022,2021-2022 Europa League,224.0
Passing,Passing,Passing,2021-2022,2021-2022 Europa League,224.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Europa League,224.0
Passes Completed,51.03,76,2021-2022,2021-2022 Europa League,224.0
Passes Attempted,63.48,81,2021-2022,2021-2022 Europa League,224.0
Pass Completion %,80.4%,41,2021-2022,2021-2022 Europa League,224.0
Total Passing Distance,820.45,68,2021-2022,2021-2022 Europa League,224.0
Progressive Passing Distance,255.13,79,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Passes Completed (Short),28.13,85,2021-2022,2021-2022 Europa League,224.0
Passes Attempted (Short),30.94,84,2021-2022,2021-2022 Europa League,224.0
Pass Completion % (Short),90.9%,69,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Passes Completed (Medium),13.66,40,2021-2022,2021-2022 Europa League,224.0
Passes Attempted (Medium),16.88,43,2021-2022,2021-2022 Europa League,224.0
Pass Completion % (Medium),81.0%,27,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Passes Completed (Long),6.03,85,2021-2022,2021-2022 Europa League,224.0
Passes Attempted (Long),10.45,90,2021-2022,2021-2022 Europa League,224.0
Pass Completion % (Long),57.7%,33,2021-2022,2021-2022 Europa League,224.0
Assists,0.00,39,2021-2022,2021-2022 Europa League,224.0
xAG: Exp. Assisted Goals,0.24,92,2021-2022,2021-2022 Europa League,224.0
xA: Expected Assists,0.04,31,2021-2022,2021-2022 Europa League,224.0
Key Passes,2.41,96,2021-2022,2021-2022 Europa League,224.0
Passes into Final Third,6.83,87,2021-2022,2021-2022 Europa League,224.0
Passes into Penalty Area,0.80,65,2021-2022,2021-2022 Europa League,224.0
Crosses into Penalty Area,0.00,36,2021-2022,2021-2022 Europa League,224.0
Progressive Passes,4.82,51,2021-2022,2021-2022 Europa League,224.0
Pass Types,Pass Types,Pass Types,2021-2022,2021-2022 Europa League,224.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Europa League,224.0
Passes Attempted,63.48,81,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Live-ball Passes,60.27,80,2021-2022,2021-2022 Europa League,224.0
Dead-ball Passes,3.21,78,2021-2022,2021-2022 Europa League,224.0
Passes from Free Kicks,1.21,59,2021-2022,2021-2022 Europa League,224.0
Through Balls,0.00,29,2021-2022,2021-2022 Europa League,224.0
Switches,0.40,55,2021-2022,2021-2022 Europa League,224.0
Crosses,2.41,85,2021-2022,2021-2022 Europa League,224.0
Throw-ins Taken,0.00,21,2021-2022,2021-2022 Europa League,224.0
Corner Kicks,2.01,91,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Inswinging Corner Kicks,0.80,90,2021-2022,2021-2022 Europa League,224.0
Outswinging Corner Kicks,1.21,92,2021-2022,2021-2022 Europa League,224.0
Straight Corner Kicks,0.00,49,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Passes Completed,51.03,76,2021-2022,2021-2022 Europa League,224.0
Passes Offside,0.00,83,2021-2022,2021-2022 Europa League,224.0
Passes Blocked,0.80,49,2021-2022,2021-2022 Europa League,224.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2021-2022,2021-2022 Europa League,224.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Europa League,224.0
Shot-Creating Actions,3.21,77,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
SCA (Live-ball Pass),2.41,78,2021-2022,2021-2022 Europa League,224.0
SCA (Dead-ball Pass),0.40,87,2021-2022,2021-2022 Europa League,224.0
SCA (Take-On),0.00,31,2021-2022,2021-2022 Europa League,224.0
SCA (Shot),0.40,90,2021-2022,2021-2022 Europa League,224.0
SCA (Fouls Drawn),0.00,35,2021-2022,2021-2022 Europa League,224.0
SCA (Defensive Action),0.00,39,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Goal-Creating Actions,0.00,24,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
GCA (Live-ball Pass),0.00,25,2021-2022,2021-2022 Europa League,224.0
GCA (Dead-ball Pass),0.00,48,2021-2022,2021-2022 Europa League,224.0
GCA (Take-On),0.00,47,2021-2022,2021-2022 Europa League,224.0
GCA (Shot),0.00,47,2021-2022,2021-2022 Europa League,224.0
GCA (Fouls Drawn),0.00,48,2021-2022,2021-2022 Europa League,224.0
GCA (Defensive Action),0.00,49,2021-2022,2021-2022 Europa League,224.0
Defense,Defense,Defense,2021-2022,2021-2022 Europa League,224.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Europa League,224.0
Tackles,2.41,78,2021-2022,2021-2022 Europa League,224.0
Tackles Won,1.61,84,2021-2022,2021-2022 Europa League,224.0
Tackles (Def 3rd),0.40,22,2021-2022,2021-2022 Europa League,224.0
Tackles (Mid 3rd),1.21,73,2021-2022,2021-2022 Europa League,224.0
Tackles (Att 3rd),0.80,97,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Dribblers Tackled,0.80,57,2021-2022,2021-2022 Europa League,224.0
Dribbles Challenged,3.21,87,2021-2022,2021-2022 Europa League,224.0
% of Dribblers Tackled,25.0%,23,2021-2022,2021-2022 Europa League,224.0
Challenges Lost,2.41,11,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Blocks,0.80,26,2021-2022,2021-2022 Europa League,224.0
Shots Blocked,0.80,96,2021-2022,2021-2022 Europa League,224.0
Passes Blocked,0.00,2,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Interceptions,3.21,99,2021-2022,2021-2022 Europa League,224.0
Tkl+Int,5.63,98,2021-2022,2021-2022 Europa League,224.0
Clearances,0.80,45,2021-2022,2021-2022 Europa League,224.0
Errors,0.00,56,2021-2022,2021-2022 Europa League,224.0
Possession,Possession,Possession,2021-2022,2021-2022 Europa League,224.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Europa League,224.0
Touches,75.94,83,2021-2022,2021-2022 Europa League,224.0
Touches (Def Pen),2.01,55,2021-2022,2021-2022 Europa League,224.0
Touches (Def 3rd),16.47,77,2021-2022,2021-2022 Europa League,224.0
Touches (Mid 3rd),42.59,73,2021-2022,2021-2022 Europa League,224.0
Touches (Att 3rd),17.68,78,2021-2022,2021-2022 Europa League,224.0
Touches (Att Pen),1.21,52,2021-2022,2021-2022 Europa League,224.0
Touches (Live-Ball),75.94,83,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Take-Ons Attempted,5.22,98,2021-2022,2021-2022 Europa League,224.0
Successful Take-Ons,3.21,98,2021-2022,2021-2022 Europa League,224.0
Successful Take-On %,61.5%,46,2021-2022,2021-2022 Europa League,224.0
Times Tackled During Take-On,2.01,4,2021-2022,2021-2022 Europa League,224.0
Tackled During Take-On Percentage,38.5%,46,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Carries,52.63,88,2021-2022,2021-2022 Europa League,224.0
Total Carrying Distance,306.16,94,2021-2022,2021-2022 Europa League,224.0
Progressive Carrying Distance,128.57,85,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Progressive Carries,2.41,82,2021-2022,2021-2022 Europa League,224.0
Carries into Final Third,2.81,92,2021-2022,2021-2022 Europa League,224.0
Carries into Penalty Area,0.80,92,2021-2022,2021-2022 Europa League,224.0
Miscontrols,0.80,84,2021-2022,2021-2022 Europa League,224.0
Dispossessed,0.40,71,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Passes Received,53.44,81,2021-2022,2021-2022 Europa League,224.0
Progressive Passes Rec,1.21,35,2021-2022,2021-2022 Europa League,224.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2021-2022,2021-2022 Europa League,224.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Europa League,224.0
Yellow Cards,0.00,83,2021-2022,2021-2022 Europa League,224.0
Red Cards,0.00,53,2021-2022,2021-2022 Europa League,224.0
Second Yellow Card,0.00,52,2021-2022,2021-2022 Europa League,224.0
Fouls Committed,0.00,97,2021-2022,2021-2022 Europa League,224.0
Fouls Drawn,0.00,3,2021-2022,2021-2022 Europa League,224.0
Offsides,0.00,62,2021-2022,2021-2022 Europa League,224.0
Crosses,2.41,85,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Interceptions,3.21,99,2021-2022,2021-2022 Europa League,224.0
Tackles Won,1.61,84,2021-2022,2021-2022 Europa League,224.0
Penalty Kicks Won,0.00,49,2021-2022,2021-2022 Europa League,224.0
Penalty Kicks Conceded,0.00,53,2021-2022,2021-2022 Europa League,224.0
Own Goals,0.00,51,2021-2022,2021-2022 Europa League,224.0
Ball Recoveries,7.23,69,2021-2022,2021-2022 Europa League,224.0
,,,2021-2022,2021-2022 Europa League,224.0
Aerials Won,0.40,24,2021-2022,2021-2022 Europa League,224.0
Aerials Lost,0.40,77,2021-2022,2021-2022 Europa League,224.0
% of Aerials Won,50.0%,52,2021-2022,2021-2022 Europa League,224.0
Non-Penalty Goals,0.00,1.0,2020-2021,2020-2021 Premier League,520.0
npxG: Non-Penalty xG,0.09,10.0,2020-2021,2020-2021 Premier League,520.0
