Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
Statistic,Per 90,Percentile,2025-2026,2025-2026 Ligue 1,472.0
Touches,140.15,98,2025-2026,2025-2026 Ligue 1,472.0
Touches (Def Pen),1.33,13,2025-2026,2025-2026 Ligue 1,472.0
Touches (Def 3rd),12.39,27,2025-2026,2025-2026 Ligue 1,472.0
Touches (Mid 3rd),95.72,98,2025-2026,2025-2026 Ligue 1,472.0
Touches (Att 3rd),32.99,98,2025-2026,2025-2026 Ligue 1,472.0
Touches (Att Pen),0.19,9,2025-2026,2025-2026 Ligue 1,472.0
Touches (Live-Ball),140.15,98,2025-2026,2025-2026 Ligue 1,472.0
,,,2025-2026,2025-2026 Ligue 1,472.0
Take-Ons Attempted,1.14,41,2025-2026,2025-2026 Ligue 1,472.0
Successful Take-Ons,0.76,63,2025-2026,2025-2026 Ligue 1,472.0
Successful Take-On %,66.7%,80,2025-2026,2025-2026 Ligue 1,472.0
Times Tackled During Take-On,0.38,70,2025-2026,2025-2026 Ligue 1,472.0
Tackled During Take-On Percentage,33.3%,73,2025-2026,2025-2026 Ligue 1,472.0
,,,2025-2026,2025-2026 Ligue 1,472.0
Carries,95.53,98,2025-2026,2025-2026 Ligue 1,472.0
Total Carrying Distance,569.75,98,2025-2026,2025-2026 Ligue 1,472.0
Progressive Carrying Distance,300.89,98,2025-2026,2025-2026 Ligue 1,472.0
,,,2025-2026,2025-2026 Ligue 1,472.0
Progressive Carries,4.00,98,2025-2026,2025-2026 Ligue 1,472.0
Carries into Final Third,4.96,98,2025-2026,2025-2026 Ligue 1,472.0
Carries into Penalty Area,0.00,16,2025-2026,2025-2026 Ligue 1,472.0
Miscontrols,0.38,98,2025-2026,2025-2026 Ligue 1,472.0
Dispossessed,0.76,48,2025-2026,2025-2026 Ligue 1,472.0
,,,2025-2026,2025-2026 Ligue 1,472.0
Passes Received,120.13,98,2025-2026,2025-2026 Ligue 1,472.0
Progressive Passes Rec,1.33,38,2025-2026,2025-2026 Ligue 1,472.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2025-2026,2025-2026 Ligue 1,472.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Ligue 1,472.0
Yellow Cards,0.00,84,2025-2026,2025-2026 Ligue 1,472.0
Red Cards,0.00,54,2025-2026,2025-2026 Ligue 1,472.0
Second Yellow Card,0.00,50,2025-2026,2025-2026 Ligue 1,472.0
Fouls Committed,0.19,98,2025-2026,2025-2026 Ligue 1,472.0
Fouls Drawn,1.33,55,2025-2026,2025-2026 Ligue 1,472.0
Offsides,0.00,55,2025-2026,2025-2026 Ligue 1,472.0
Crosses,1.53,66,2025-2026,2025-2026 Ligue 1,472.0
,,,2025-2026,2025-2026 Ligue 1,472.0
Interceptions,0.57,27,2025-2026,2025-2026 Ligue 1,472.0
Tackles Won,0.76,16,2025-2026,2025-2026 Ligue 1,472.0
Penalty Kicks Won,0.00,46,2025-2026,2025-2026 Ligue 1,472.0
Penalty Kicks Conceded,0.00,59,2025-2026,2025-2026 Ligue 1,472.0
Own Goals,0.00,50,2025-2026,2025-2026 Ligue 1,472.0
Ball Recoveries,6.29,80,2025-2026,2025-2026 Ligue 1,472.0
,,,2025-2026,2025-2026 Ligue 1,472.0
Aerials Won,0.00,4,2025-2026,2025-2026 Ligue 1,472.0
Aerials Lost,0.00,98,2025-2026,2025-2026 Ligue 1,472.0
Goals,0.33,84,2025-2026,2025-2026 Champions League,270.0
Assists,0.33,77,2025-2026,2025-2026 Champions League,270.0
Goals + Assists,0.67,87,2025-2026,2025-2026 Champions League,270.0
Non-Penalty Goals,0.33,86,2025-2026,2025-2026 Champions League,270.0
Penalty Kicks Made,0.00,48,2025-2026,2025-2026 Champions League,270.0
Penalty Kicks Attempted,0.00,47,2025-2026,2025-2026 Champions League,270.0
Yellow Cards,0.00,69,2025-2026,2025-2026 Champions League,270.0
Red Cards,0.00,51,2025-2026,2025-2026 Champions League,270.0
xG: Expected Goals,0.03,28,2025-2026,2025-2026 Champions League,270.0
npxG: Non-Penalty xG,0.03,28,2025-2026,2025-2026 Champions League,270.0
xAG: Exp. Assisted Goals,0.17,70,2025-2026,2025-2026 Champions League,270.0
npxG + xAG,0.20,55,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Progressive Carries,0.67,43,2025-2026,2025-2026 Champions League,270.0
Progressive Passes,5.00,50,2025-2026,2025-2026 Champions League,270.0
Progressive Passes Rec,1.00,32,2025-2026,2025-2026 Champions League,270.0
Shooting,Shooting,Shooting,2025-2026,2025-2026 Champions League,270.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Champions League,270.0
Goals,0.33,84,2025-2026,2025-2026 Champions League,270.0
Shots Total,1.00,54,2025-2026,2025-2026 Champions League,270.0
Shots on Target,0.33,54,2025-2026,2025-2026 Champions League,270.0
Shots on Target %,33.3%,59,2025-2026,2025-2026 Champions League,270.0
Goals/Shot,0.33,87,2025-2026,2025-2026 Champions League,270.0
Goals/Shot on Target,1.00,71,2025-2026,2025-2026 Champions League,270.0
Average Shot Distance,26.90,20,2025-2026,2025-2026 Champions League,270.0
Shots from Free Kicks,0.00,44,2025-2026,2025-2026 Champions League,270.0
Penalty Kicks Made,0.00,48,2025-2026,2025-2026 Champions League,270.0
Penalty Kicks Attempted,0.00,47,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
xG: Expected Goals,0.03,28,2025-2026,2025-2026 Champions League,270.0
npxG: Non-Penalty xG,0.03,28,2025-2026,2025-2026 Champions League,270.0
npxG/Shot,0.02,11,2025-2026,2025-2026 Champions League,270.0
Goals - xG,+0.30,94,2025-2026,2025-2026 Champions League,270.0
Non-Penalty Goals - npxG,+0.30,94,2025-2026,2025-2026 Champions League,270.0
Passing,Passing,Passing,2025-2026,2025-2026 Champions League,270.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Champions League,270.0
Passes Completed,91.33,97,2025-2026,2025-2026 Champions League,270.0
Passes Attempted,98.33,99,2025-2026,2025-2026 Champions League,270.0
Pass Completion %,92.9%,94,2025-2026,2025-2026 Champions League,270.0
Total Passing Distance,1613.00,99,2025-2026,2025-2026 Champions League,270.0
Progressive Passing Distance,393.67,92,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Passes Completed (Short),38.67,94,2025-2026,2025-2026 Champions League,270.0
Passes Attempted (Short),39.00,90,2025-2026,2025-2026 Champions League,270.0
Pass Completion % (Short),99.1%,97,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Passes Completed (Medium),38.00,99,2025-2026,2025-2026 Champions League,270.0
Passes Attempted (Medium),40.00,99,2025-2026,2025-2026 Champions League,270.0
Pass Completion % (Medium),95.0%,87,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Passes Completed (Long),10.33,94,2025-2026,2025-2026 Champions League,270.0
Passes Attempted (Long),13.00,90,2025-2026,2025-2026 Champions League,270.0
Pass Completion % (Long),79.5%,76,2025-2026,2025-2026 Champions League,270.0
Assists,0.33,77,2025-2026,2025-2026 Champions League,270.0
xAG: Exp. Assisted Goals,0.17,70,2025-2026,2025-2026 Champions League,270.0
xA: Expected Assists,0.13,68,2025-2026,2025-2026 Champions League,270.0
Key Passes,1.67,73,2025-2026,2025-2026 Champions League,270.0
Passes into Final Third,8.00,87,2025-2026,2025-2026 Champions League,270.0
Passes into Penalty Area,1.00,63,2025-2026,2025-2026 Champions League,270.0
Crosses into Penalty Area,0.00,39,2025-2026,2025-2026 Champions League,270.0
Progressive Passes,5.00,50,2025-2026,2025-2026 Champions League,270.0
Pass Types,Pass Types,Pass Types,2025-2026,2025-2026 Champions League,270.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Champions League,270.0
Passes Attempted,98.33,99,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Live-ball Passes,91.00,96,2025-2026,2025-2026 Champions League,270.0
Dead-ball Passes,6.67,89,2025-2026,2025-2026 Champions League,270.0
Passes from Free Kicks,6.33,99,2025-2026,2025-2026 Champions League,270.0
Through Balls,0.67,84,2025-2026,2025-2026 Champions League,270.0
Switches,1.67,96,2025-2026,2025-2026 Champions League,270.0
Crosses,0.67,47,2025-2026,2025-2026 Champions League,270.0
Throw-ins Taken,0.00,28,2025-2026,2025-2026 Champions League,270.0
Corner Kicks,0.00,34,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Inswinging Corner Kicks,0.00,36,2025-2026,2025-2026 Champions League,270.0
Outswinging Corner Kicks,0.00,41,2025-2026,2025-2026 Champions League,270.0
Straight Corner Kicks,0.00,50,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Passes Completed,91.33,97,2025-2026,2025-2026 Champions League,270.0
Passes Offside,0.67,4,2025-2026,2025-2026 Champions League,270.0
Passes Blocked,0.67,47,2025-2026,2025-2026 Champions League,270.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2025-2026,2025-2026 Champions League,270.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Champions League,270.0
Shot-Creating Actions,4.67,87,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
SCA (Live-ball Pass),4.00,92,2025-2026,2025-2026 Champions League,270.0
SCA (Dead-ball Pass),0.67,85,2025-2026,2025-2026 Champions League,270.0
SCA (Take-On),0.00,44,2025-2026,2025-2026 Champions League,270.0
SCA (Shot),0.00,37,2025-2026,2025-2026 Champions League,270.0
SCA (Fouls Drawn),0.00,43,2025-2026,2025-2026 Champions League,270.0
SCA (Defensive Action),0.00,43,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Goal-Creating Actions,1.33,95,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
GCA (Live-ball Pass),1.33,98,2025-2026,2025-2026 Champions League,270.0
GCA (Dead-ball Pass),0.00,46,2025-2026,2025-2026 Champions League,270.0
GCA (Take-On),0.00,49,2025-2026,2025-2026 Champions League,270.0
GCA (Shot),0.00,44,2025-2026,2025-2026 Champions League,270.0
GCA (Fouls Drawn),0.00,50,2025-2026,2025-2026 Champions League,270.0
GCA (Defensive Action),0.00,47,2025-2026,2025-2026 Champions League,270.0
Defense,Defense,Defense,2025-2026,2025-2026 Champions League,270.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Champions League,270.0
Tackles,1.67,46,2025-2026,2025-2026 Champions League,270.0
Tackles Won,1.33,67,2025-2026,2025-2026 Champions League,270.0
Tackles (Def 3rd),1.00,63,2025-2026,2025-2026 Champions League,270.0
Tackles (Mid 3rd),0.67,49,2025-2026,2025-2026 Champions League,270.0
Tackles (Att 3rd),0.00,26,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Dribblers Tackled,1.67,86,2025-2026,2025-2026 Champions League,270.0
Dribbles Challenged,3.00,95,2025-2026,2025-2026 Champions League,270.0
% of Dribblers Tackled,55.6%,68,2025-2026,2025-2026 Champions League,270.0
Challenges Lost,1.33,25,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Blocks,0.33,9,2025-2026,2025-2026 Champions League,270.0
Shots Blocked,0.00,29,2025-2026,2025-2026 Champions League,270.0
Passes Blocked,0.33,19,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Interceptions,0.67,39,2025-2026,2025-2026 Champions League,270.0
Tkl+Int,2.33,39,2025-2026,2025-2026 Champions League,270.0
Clearances,0.67,22,2025-2026,2025-2026 Champions League,270.0
Errors,0.33,23,2025-2026,2025-2026 Champions League,270.0
Possession,Possession,Possession,2025-2026,2025-2026 Champions League,270.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Champions League,270.0
Touches,103.33,96,2025-2026,2025-2026 Champions League,270.0
Touches (Def Pen),3.00,68,2025-2026,2025-2026 Champions League,270.0
Touches (Def 3rd),22.00,89,2025-2026,2025-2026 Champions League,270.0
Touches (Mid 3rd),64.67,97,2025-2026,2025-2026 Champions League,270.0
Touches (Att 3rd),17.67,71,2025-2026,2025-2026 Champions League,270.0
Touches (Att Pen),0.33,17,2025-2026,2025-2026 Champions League,270.0
Touches (Live-Ball),103.33,96,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Take-Ons Attempted,0.00,10,2025-2026,2025-2026 Champions League,270.0
Successful Take-Ons,0.00,16,2025-2026,2025-2026 Champions League,270.0
Times Tackled During Take-On,0.00,81,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Carries,77.00,97,2025-2026,2025-2026 Champions League,270.0
Total Carrying Distance,352.00,99,2025-2026,2025-2026 Champions League,270.0
Progressive Carrying Distance,133.33,90,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Progressive Carries,0.67,43,2025-2026,2025-2026 Champions League,270.0
Carries into Final Third,1.00,54,2025-2026,2025-2026 Champions League,270.0
Carries into Penalty Area,0.33,61,2025-2026,2025-2026 Champions League,270.0
Miscontrols,1.33,46,2025-2026,2025-2026 Champions League,270.0
Dispossessed,0.00,89,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Passes Received,81.00,96,2025-2026,2025-2026 Champions League,270.0
Progressive Passes Rec,1.00,32,2025-2026,2025-2026 Champions League,270.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2025-2026,2025-2026 Champions League,270.0
Statistic,Per 90,Percentile,2025-2026,2025-2026 Champions League,270.0
Yellow Cards,0.00,69,2025-2026,2025-2026 Champions League,270.0
Red Cards,0.00,51,2025-2026,2025-2026 Champions League,270.0
Second Yellow Card,0.00,51,2025-2026,2025-2026 Champions League,270.0
Fouls Committed,0.00,96,2025-2026,2025-2026 Champions League,270.0
Fouls Drawn,0.67,37,2025-2026,2025-2026 Champions League,270.0
Offsides,0.00,56,2025-2026,2025-2026 Champions League,270.0
Crosses,0.67,47,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Interceptions,0.67,39,2025-2026,2025-2026 Champions League,270.0
Tackles Won,1.33,67,2025-2026,2025-2026 Champions League,270.0
Penalty Kicks Won,0.00,50,2025-2026,2025-2026 Champions League,270.0
Penalty Kicks Conceded,0.00,54,2025-2026,2025-2026 Champions League,270.0
Own Goals,0.00,51,2025-2026,2025-2026 Champions League,270.0
Ball Recoveries,7.67,93,2025-2026,2025-2026 Champions League,270.0
,,,2025-2026,2025-2026 Champions League,270.0
Aerials Won,0.00,13,2025-2026,2025-2026 Champions League,270.0
Aerials Lost,0.33,73,2025-2026,2025-2026 Champions League,270.0
% of Aerials Won,0.0%,13,2025-2026,2025-2026 Champions League,270.0
Goals,0.22,80,2024-2025,2024-2025 Ligue 1,2042.0
Assists,0.04,33,2024-2025,2024-2025 Ligue 1,2042.0
Goals + Assists,0.26,66,2024-2025,2024-2025 Ligue 1,2042.0
Non-Penalty Goals,0.13,66,2024-2025,2024-2025 Ligue 1,2042.0
Penalty Kicks Made,0.09,97,2024-2025,2024-2025 Ligue 1,2042.0
Penalty Kicks Attempted,0.09,97,2024-2025,2024-2025 Ligue 1,2042.0
Yellow Cards,0.04,92,2024-2025,2024-2025 Ligue 1,2042.0
Red Cards,0.00,53,2024-2025,2024-2025 Ligue 1,2042.0
xG: Expected Goals,0.15,68,2024-2025,2024-2025 Ligue 1,2042.0
npxG: Non-Penalty xG,0.08,48,2024-2025,2024-2025 Ligue 1,2042.0
xAG: Exp. Assisted Goals,0.11,62,2024-2025,2024-2025 Ligue 1,2042.0
npxG + xAG,0.19,52,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Carries,2.34,78,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Passes,9.87,98,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Passes Rec,2.51,50,2024-2025,2024-2025 Ligue 1,2042.0
Shooting,Shooting,Shooting,2024-2025,2024-2025 Ligue 1,2042.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Ligue 1,2042.0
Goals,0.22,80,2024-2025,2024-2025 Ligue 1,2042.0
Shots Total,1.10,49,2024-2025,2024-2025 Ligue 1,2042.0
Shots on Target,0.53,72,2024-2025,2024-2025 Ligue 1,2042.0
Shots on Target %,48.0%,92,2024-2025,2024-2025 Ligue 1,2042.0
Goals/Shot,0.12,75,2024-2025,2024-2025 Ligue 1,2042.0
Goals/Shot on Target,0.25,51,2024-2025,2024-2025 Ligue 1,2042.0
Average Shot Distance,24.20,14,2024-2025,2024-2025 Ligue 1,2042.0
Shots from Free Kicks,0.09,90,2024-2025,2024-2025 Ligue 1,2042.0
Penalty Kicks Made,0.09,97,2024-2025,2024-2025 Ligue 1,2042.0
Penalty Kicks Attempted,0.09,97,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
xG: Expected Goals,0.15,68,2024-2025,2024-2025 Ligue 1,2042.0
npxG: Non-Penalty xG,0.08,48,2024-2025,2024-2025 Ligue 1,2042.0
npxG/Shot,0.07,44,2024-2025,2024-2025 Ligue 1,2042.0
Goals - xG,+0.07,90,2024-2025,2024-2025 Ligue 1,2042.0
Non-Penalty Goals - npxG,+0.05,82,2024-2025,2024-2025 Ligue 1,2042.0
Passing,Passing,Passing,2024-2025,2024-2025 Ligue 1,2042.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Ligue 1,2042.0
Passes Completed,98.55,99,2024-2025,2024-2025 Ligue 1,2042.0
Passes Attempted,105.91,99,2024-2025,2024-2025 Ligue 1,2042.0
Pass Completion %,93.1%,99,2024-2025,2024-2025 Ligue 1,2042.0
Total Passing Distance,1745.57,99,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Passing Distance,406.72,98,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Passes Completed (Short),44.82,98,2024-2025,2024-2025 Ligue 1,2042.0
Passes Attempted (Short),46.63,98,2024-2025,2024-2025 Ligue 1,2042.0
Pass Completion % (Short),96.1%,99,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Passes Completed (Medium),40.55,99,2024-2025,2024-2025 Ligue 1,2042.0
Passes Attempted (Medium),42.44,99,2024-2025,2024-2025 Ligue 1,2042.0
Pass Completion % (Medium),95.5%,96,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Passes Completed (Long),11.06,99,2024-2025,2024-2025 Ligue 1,2042.0
Passes Attempted (Long),13.09,99,2024-2025,2024-2025 Ligue 1,2042.0
Pass Completion % (Long),84.5%,93,2024-2025,2024-2025 Ligue 1,2042.0
Assists,0.04,33,2024-2025,2024-2025 Ligue 1,2042.0
xAG: Exp. Assisted Goals,0.11,62,2024-2025,2024-2025 Ligue 1,2042.0
xA: Expected Assists,0.17,81,2024-2025,2024-2025 Ligue 1,2042.0
Key Passes,1.19,66,2024-2025,2024-2025 Ligue 1,2042.0
Passes into Final Third,11.33,99,2024-2025,2024-2025 Ligue 1,2042.0
Passes into Penalty Area,1.63,90,2024-2025,2024-2025 Ligue 1,2042.0
Crosses into Penalty Area,0.13,57,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Passes,9.87,98,2024-2025,2024-2025 Ligue 1,2042.0
Pass Types,Pass Types,Pass Types,2024-2025,2024-2025 Ligue 1,2042.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Ligue 1,2042.0
Passes Attempted,105.91,99,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Live-ball Passes,102.47,99,2024-2025,2024-2025 Ligue 1,2042.0
Dead-ball Passes,3.31,77,2024-2025,2024-2025 Ligue 1,2042.0
Passes from Free Kicks,2.47,94,2024-2025,2024-2025 Ligue 1,2042.0
Through Balls,0.57,96,2024-2025,2024-2025 Ligue 1,2042.0
Switches,0.97,96,2024-2025,2024-2025 Ligue 1,2042.0
Crosses,0.93,49,2024-2025,2024-2025 Ligue 1,2042.0
Throw-ins Taken,0.44,77,2024-2025,2024-2025 Ligue 1,2042.0
Corner Kicks,0.26,64,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Inswinging Corner Kicks,0.09,61,2024-2025,2024-2025 Ligue 1,2042.0
Outswinging Corner Kicks,0.04,66,2024-2025,2024-2025 Ligue 1,2042.0
Straight Corner Kicks,0.00,49,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Passes Completed,98.55,99,2024-2025,2024-2025 Ligue 1,2042.0
Passes Offside,0.13,51,2024-2025,2024-2025 Ligue 1,2042.0
Passes Blocked,0.84,49,2024-2025,2024-2025 Ligue 1,2042.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2024-2025,2024-2025 Ligue 1,2042.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Ligue 1,2042.0
Shot-Creating Actions,3.22,73,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
SCA (Live-ball Pass),2.91,93,2024-2025,2024-2025 Ligue 1,2042.0
SCA (Dead-ball Pass),0.09,68,2024-2025,2024-2025 Ligue 1,2042.0
SCA (Take-On),0.13,64,2024-2025,2024-2025 Ligue 1,2042.0
SCA (Shot),0.09,35,2024-2025,2024-2025 Ligue 1,2042.0
SCA (Fouls Drawn),0.00,15,2024-2025,2024-2025 Ligue 1,2042.0
SCA (Defensive Action),0.00,17,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Goal-Creating Actions,0.18,41,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
GCA (Live-ball Pass),0.09,28,2024-2025,2024-2025 Ligue 1,2042.0
GCA (Dead-ball Pass),0.04,89,2024-2025,2024-2025 Ligue 1,2042.0
GCA (Take-On),0.04,88,2024-2025,2024-2025 Ligue 1,2042.0
GCA (Shot),0.00,36,2024-2025,2024-2025 Ligue 1,2042.0
GCA (Fouls Drawn),0.00,39,2024-2025,2024-2025 Ligue 1,2042.0
GCA (Defensive Action),0.00,45,2024-2025,2024-2025 Ligue 1,2042.0
Defense,Defense,Defense,2024-2025,2024-2025 Ligue 1,2042.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Ligue 1,2042.0
Tackles,1.90,37,2024-2025,2024-2025 Ligue 1,2042.0
Tackles Won,1.01,28,2024-2025,2024-2025 Ligue 1,2042.0
Tackles (Def 3rd),0.57,24,2024-2025,2024-2025 Ligue 1,2042.0
Tackles (Mid 3rd),1.19,68,2024-2025,2024-2025 Ligue 1,2042.0
Tackles (Att 3rd),0.13,12,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Dribblers Tackled,1.10,58,2024-2025,2024-2025 Ligue 1,2042.0
Dribbles Challenged,2.12,56,2024-2025,2024-2025 Ligue 1,2042.0
% of Dribblers Tackled,52.1%,50,2024-2025,2024-2025 Ligue 1,2042.0
Challenges Lost,1.01,46,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Blocks,1.15,54,2024-2025,2024-2025 Ligue 1,2042.0
Shots Blocked,0.31,62,2024-2025,2024-2025 Ligue 1,2042.0
Passes Blocked,0.84,43,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Interceptions,0.62,23,2024-2025,2024-2025 Ligue 1,2042.0
Tkl+Int,2.51,29,2024-2025,2024-2025 Ligue 1,2042.0
Clearances,0.84,24,2024-2025,2024-2025 Ligue 1,2042.0
Errors,0.09,19,2024-2025,2024-2025 Ligue 1,2042.0
Possession,Possession,Possession,2024-2025,2024-2025 Ligue 1,2042.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Ligue 1,2042.0
Touches,113.76,99,2024-2025,2024-2025 Ligue 1,2042.0
Touches (Def Pen),2.56,70,2024-2025,2024-2025 Ligue 1,2042.0
Touches (Def 3rd),15.69,82,2024-2025,2024-2025 Ligue 1,2042.0
Touches (Mid 3rd),71.27,99,2024-2025,2024-2025 Ligue 1,2042.0
Touches (Att 3rd),27.46,96,2024-2025,2024-2025 Ligue 1,2042.0
Touches (Att Pen),1.41,46,2024-2025,2024-2025 Ligue 1,2042.0
Touches (Live-Ball),113.67,99,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Take-Ons Attempted,1.76,58,2024-2025,2024-2025 Ligue 1,2042.0
Successful Take-Ons,1.19,76,2024-2025,2024-2025 Ligue 1,2042.0
Successful Take-On %,67.5%,94,2024-2025,2024-2025 Ligue 1,2042.0
Times Tackled During Take-On,0.44,76,2024-2025,2024-2025 Ligue 1,2042.0
Tackled During Take-On Percentage,25.0%,95,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Carries,77.39,99,2024-2025,2024-2025 Ligue 1,2042.0
Total Carrying Distance,391.07,99,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Carrying Distance,186.21,99,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Carries,2.34,78,2024-2025,2024-2025 Ligue 1,2042.0
Carries into Final Third,2.60,93,2024-2025,2024-2025 Ligue 1,2042.0
Carries into Penalty Area,0.40,72,2024-2025,2024-2025 Ligue 1,2042.0
Miscontrols,1.32,58,2024-2025,2024-2025 Ligue 1,2042.0
Dispossessed,0.84,64,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Passes Received,95.20,99,2024-2025,2024-2025 Ligue 1,2042.0
Progressive Passes Rec,2.51,50,2024-2025,2024-2025 Ligue 1,2042.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2024-2025,2024-2025 Ligue 1,2042.0
Statistic,Per 90,Percentile,2024-2025,2024-2025 Ligue 1,2042.0
Yellow Cards,0.04,92,2024-2025,2024-2025 Ligue 1,2042.0
Red Cards,0.00,53,2024-2025,2024-2025 Ligue 1,2042.0
Second Yellow Card,0.00,50,2024-2025,2024-2025 Ligue 1,2042.0
Fouls Committed,0.40,98,2024-2025,2024-2025 Ligue 1,2042.0
Fouls Drawn,0.53,8,2024-2025,2024-2025 Ligue 1,2042.0
Offsides,0.00,78,2024-2025,2024-2025 Ligue 1,2042.0
Crosses,0.93,49,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Interceptions,0.62,23,2024-2025,2024-2025 Ligue 1,2042.0
Tackles Won,1.01,28,2024-2025,2024-2025 Ligue 1,2042.0
Penalty Kicks Won,0.00,43,2024-2025,2024-2025 Ligue 1,2042.0
Penalty Kicks Conceded,0.00,60,2024-2025,2024-2025 Ligue 1,2042.0
Own Goals,0.00,52,2024-2025,2024-2025 Ligue 1,2042.0
Ball Recoveries,6.35,87,2024-2025,2024-2025 Ligue 1,2042.0
,,,2024-2025,2024-2025 Ligue 1,2042.0
Aerials Won,0.04,1,2024-2025,2024-2025 Ligue 1,2042.0
Aerials Lost,0.22,99,2024-2025,2024-2025 Ligue 1,2042.0
